arm,seed,case,env_id,rows,upright_frac,height_rel_mean,height_rel_min,height_rel_mean_last200,proj_grav_z_mean,proj_grav_z_min,proj_grav_z_mean_last200,speed_xy_mean,speed_xy_mean_last200,first_height_rel_below_0p18_step,terminated_any,term_base_contact_any,net_dx_m,net_dy_m,net_dxy_m,terrain_z_first,terrain_z_last,terrain_z_climb_m,root_z_first,root_z_last
A033,202,stairs_10_down,18,1000,0.967,0.32518966008292527,0.15163337005013455,0.3390151194423912,-0.9420617462396622,-1.0,-0.9255790790515159,0.13142590630473708,0.04824207149013769,167,0,0,-0.24640771001577377,-0.23673152923583984,0.3416995412486779,-0.7000003855496166,-0.6994656139516575,0.0005347715979591161,-0.30062317848205566,-0.29999998211860657
A033,202,stairs_10_down,19,1000,1.0,0.2802035462817247,0.1966378854557792,0.27030965506096466,-0.9799173236489296,-1.0,-0.9796091036416998,0.20500895380345194,0.1686546684115036,,0,0,-0.4976664334535599,-0.3959829807281494,0.6359830186512345,-0.7000007833389037,-0.6994656241513828,0.000535159187520895,-0.3006261885166168,-0.29999998211860657
A033,202,stairs_10_down,20,1000,0.971,0.2741448542734283,0.09495228783969578,0.2515763949014023,-0.9673414766788483,-1.0,-0.9874219497044882,0.3271273639080807,0.3377890468487995,194,1,1,1.8952886164188385,-2.0905346870422363,2.8217820995345506,-0.6994663075329786,-0.34438493290049504,0.3550813746324835,-0.3005392253398895,-0.14379192888736725
A033,202,stairs_10_down,21,1000,0.644,0.2337014823709339,0.11060965403834766,0.116699993718215,-0.9499988360404968,-1.0,-0.8768540718662206,0.1801111424229274,0.015224317383528486,318,0,0,-0.13277572393417358,-0.5905265808105469,0.605269390858351,-0.6967927045363156,-0.6994656751500093,-0.002672970613693759,-0.30009743571281433,-0.29999998211860657
A033,202,stairs_10_down,22,1000,0.912,0.21743438094965922,0.1510212246109458,0.20074296472798064,-0.9892949137687683,-1.0,-0.9901210760595787,0.20920647179744398,0.21978077703734028,110,0,0,0.07173874974250793,0.7231652736663818,0.726714841771923,-0.6973264153628426,-0.7000003753498913,-0.0026739599870487796,-0.3008362054824829,-0.29999998211860657
A033,202,stairs_10_down,23,1000,0.297,0.16716676531078653,0.10659844368536842,0.11311694189157237,-0.930084834754467,-1.0,-0.9050354050166571,0.13060655142483454,0.016915438234055856,178,0,0,-0.33879321813583374,0.13642406463623047,0.36522920210014015,-0.7000011811281908,-0.7000003141515395,8.669766512481303e-07,-0.30050864815711975,-0.29999998211860657
A033,202,stairs_10_down,24,1000,0.991,0.26587012560729356,0.1667252235552844,0.25549955215823145,-0.9942110216617585,-1.0,-0.9950465616302111,0.14408185357769182,0.06858094310461386,187,0,0,0.8636850118637085,-0.08655452728271484,0.8680112245306212,-0.6957226921530331,-0.698931321740788,-0.0032086295877549187,-0.30020421743392944,-0.29999998211860657
A033,202,stairs_10_down,25,1000,0.529,0.21141135694955074,0.13199186086017178,0.1645490922321011,-0.6284114094376564,-1.0,0.03757439205302528,0.155969325851814,0.008491979665858079,178,0,0,0.13561877608299255,-0.5298585891723633,0.5469392808584661,-0.6967923067470285,-0.6989313013413373,-0.002138994594308774,-0.30052125453948975,-0.29999998211860657
A033,202,stairs_10_down,26,1000,1.0,0.2772998845119846,0.1910366879746238,0.2779883751989848,-0.9808827155828476,-1.0,-0.976501101878152,0.13275329793493712,0.0544944743542742,,0,0,0.3340918719768524,0.5904483795166016,0.678414819851968,-0.7000011505290149,-0.7000008955358822,2.549931327200383e-07,-0.30068913102149963,-0.29999998211860657
A033,202,stairs_10_down,27,1000,0.988,0.28758795829189016,0.14496020709767066,0.27971175794041725,-0.9862921682596206,-1.0,-0.9850767121386172,0.1395136590968142,0.026035756022844643,215,0,0,0.23668128438293934,0.9297456741333008,0.959398274413053,-0.6962576269465972,-0.6978618193437709,-0.0016041923971736871,-0.3006986081600189,-0.29999998211860657
A033,202,stairs_10_down,28,1000,0.992,0.2726180187310766,0.17376138230058596,0.2712979875515873,-0.9821908596754074,-1.0,-0.9805733119670431,0.19159702514584215,0.14414553432933788,322,0,0,0.4057263135910034,-0.49863719940185547,0.6428474921530541,-0.6994660627395711,-0.6935836669595484,0.005882395780022698,-0.30023840069770813,-0.29999998211860657
A033,202,stairs_10_down,29,1000,0.995,0.27206873113968816,0.17533090949696017,0.25491003572186,-0.9694082033634186,-1.0,-0.9634992480278015,0.15247508212909733,0.048764275604069866,150,0,0,-0.3871600031852722,0.7389631271362305,0.8342417942859113,-0.7000006099435735,-0.7000007527397278,-1.4279615434542592e-07,-0.3002484440803528,-0.29999998211860657
A033,202,stairs_10_down,30,1000,0.537,0.21585955801554352,0.14959926592474954,0.1569861319220056,-0.9514488444328308,-1.0,-0.8996378518455658,0.16249451550592123,0.029670532077290403,159,0,0,-0.6428015530109406,-0.2406482696533203,0.6863712014940707,-0.7000010587314871,-0.6962574739507176,0.0037435847807695266,-0.30050891637802124,-0.29999998211860657
A033,202,stairs_10_down,31,1000,0.878,0.25396703226744805,0.09835322559836074,0.2450887040705211,-0.917310789167881,-1.0,-0.9726808880692097,0.2969865624863175,0.220492790120765,285,1,1,-1.2303018271923065,-0.18552875518798828,1.2442120016276699,-0.6967921537511489,-0.5433159690489744,0.1534761847021745,-0.3006485104560852,-0.28001534938812256
A033,303,stairs_10_down,0,1000,0.986,0.3211747261818922,0.16272333375910386,0.3613133152127329,-0.9523352017402649,-1.0,-0.9126537975980274,0.20305583348159076,0.03161404640502717,283,0,0,0.3102434277534485,0.05833911895751953,0.31568091051716896,-0.7000008751364315,-0.7000008751364315,0.0,-0.3001333773136139,-0.29999998211860657
A033,303,stairs_10_down,1,1000,0.468,0.18575387301018817,0.09340131489988318,0.09913333429690988,-0.9086142169237137,-1.0,-0.8458868457903317,0.17738082697200425,0.013333362233506158,430,0,0,-0.1718609780073166,0.49100494384765625,0.5202134664197683,-0.7000008139380797,-0.6967922659481273,0.003208547989952404,-0.30027633905410767,-0.29999998211860657
A033,303,stairs_10_down,2,1000,0.636,0.23836002864007294,0.13700730963186786,0.14357043645230771,-0.9570581410527229,-1.0,-0.9096823554133895,0.1726048262506397,0.019161700214726476,605,0,0,0.5234608352184296,-0.26039981842041016,0.5846531548199825,-0.7000007017411013,-0.6978617377459684,0.0021389639951329142,-0.3003450930118561,-0.29999998211860657
A033,303,stairs_10_down,3,1000,0.657,0.24749263573758204,0.12609768106806327,0.13788642029094847,-0.9590971978902817,-1.0,-0.899115432257676,0.2307065829830911,0.01954431683589687,647,0,0,-0.4178917109966278,0.24874496459960938,0.48632040830439144,-0.7000007119408266,-0.6957228247494621,0.00427788719136446,-0.30058789253234863,-0.29999998211860657
A033,303,stairs_10_down,4,1000,0.777,0.26476824867706916,0.1427250165830959,0.290048586931876,-0.9723835175037384,-1.0,-0.9648306363850684,0.2291590664118591,0.23110032990032378,513,0,0,-0.18037807941436768,-0.43444347381591797,0.4704013004599989,-0.6962573821531898,-0.6978617887445949,-0.0016044065914051497,-0.30030331015586853,-0.29999998211860657
A033,303,stairs_10_down,5,1000,0.903,0.2473712722485793,0.11533532423131604,0.19500117260278563,-0.9588225973248482,-1.0,-0.9299008801801881,0.19037372658835258,0.1451367882115455,275,0,0,0.7664299607276917,-0.09239864349365234,0.7719795295346361,-0.6989320867201861,-0.6951879919531511,0.0037440947670350777,-0.30028194189071655,-0.29999998211860657
A033,303,stairs_10_down,6,1000,0.314,0.18976926066626837,0.1077187322677775,0.13222641525779935,-0.9405544384121894,-1.0,-0.911285991988965,0.2291812062522016,0.14622376347377833,184,0,0,-0.09689071774482727,0.48595428466796875,0.4955193013115281,-0.7000012729257186,-0.7000008751364315,3.9778928706546424e-07,-0.30038711428642273,-0.29999998211860657
A033,303,stairs_10_down,7,1000,0.969,0.30603497295954135,0.08779385016563745,0.2764619427136251,-0.9294406938552856,-1.0,-0.9763304783930233,0.3268777434923731,0.1870867032692723,443,1,1,1.2832522690296173,-1.6084203720092773,2.057608436769281,-0.6978617887445949,-0.41497324367258,0.28288854507201494,-0.3000376224517822,-0.1150602474808693
A033,303,stairs_10_down,8,1000,0.992,0.33395153038402897,0.1738592312935202,0.3591460982526351,-0.9432043455243111,-1.0,-0.9246173299367155,0.1054710945002887,0.04808637665266578,129,0,0,-0.3345022052526474,-0.2860240936279297,0.44011533426428456,-0.6946529449626087,-0.7000003753498913,-0.005347430387282692,-0.30030232667922974,-0.29999998211860657
A033,303,stairs_10_down,9,1000,0.976,0.2783747556011948,0.15629502381870453,0.28417522666591455,-0.9694792485237121,-1.0,-0.9402049652379544,0.17118710764991327,0.04164109001273717,297,0,0,-0.06606195867061615,-0.058974266052246094,0.0885558944384805,-0.7000005895441229,-0.7000004977465951,9.179752780141825e-08,-0.3007056713104248,-0.29999998211860657
